date, Income, L2020, L2030, L2040, L2050, G, F, C, S, I
7/21/2015,17.7982,23.7129,25.8631,27.6216,15.7442,14.7756,16.8339,28.2807,38.188,26.5307
7/20/2015,17.8072,23.7458,25.9118,27.6843,15.7843,14.7747,16.8078,28.4005,38.4009,26.5164
7/17/2015,17.804,23.7382,25.9037,27.6771,15.7793,14.7719,16.8294,28.3778,38.5043,26.4624
7/16/2015,17.8046,23.7462,25.9175,27.6969,15.7929,14.771,16.8193,28.3463,38.6714,26.5246
7/15/2015,17.7765,23.6548,25.7894,27.5408,15.6922,14.7701,16.8206,28.1205,38.4601,26.3079
7/14/2015,17.7775,23.6653,25.8078,27.5674,15.7098,14.7692,16.7815,28.1405,38.6826,26.2991
7/13/2015,17.7551,23.5943,25.708,27.4453,15.631,14.7683,16.7563,28.0154,38.4561,26.088
7/10/2015,17.7182,23.4818,25.5505,27.2518,15.5077,14.7655,16.758,27.706,38.0786,25.9373
7/9/2015,17.6723,23.3171,25.3181,26.9675,15.322,14.7646,16.8443,27.3681,37.6149,25.436
7/8/2015,17.652,23.2314,25.1979,26.8228,15.2242,14.7637,16.9201,27.3064,37.4955,24.9233
7/7/2015,17.7086,23.4242,25.4713,27.1598,15.442,14.7627,16.896,27.7605,38.1387,25.3566
7/6/2015,17.6946,23.3932,25.4289,27.1075,15.411,14.7609,16.862,27.5924,38.0195,25.4847
7/2/2015,17.7133,23.482,25.5548,27.2594,15.5139,14.7581,16.774,27.698,38.1032,25.9962
7/1/2015,17.7126,23.4856,25.5622,27.271,15.5218,14.7572,16.744,27.7067,38.2224,25.9875
6/30/2015,17.6926,23.4122,25.4596,27.1463,15.4402,14.7564,16.8104,27.509,38.0981,25.797
6/29/2015,17.689,23.4082,25.4523,27.1341,15.4344,14.7556,16.8028,27.4343,37.9026,25.9757
6/26/2015,17.7574,23.6584,25.8098,27.5777,15.7236,14.7531,16.7036,28.0162,38.8058,26.5839
6/25/2015,17.7669,23.6868,25.8489,27.6245,15.7536,14.7523,16.7681,28.022,38.8572,26.7338
6/24/2015,17.7759,23.716,25.8902,27.6753,15.786,14.7515,16.7838,28.1043,38.937,26.7781
6/23/2015,17.7969,23.7911,25.9991,27.813,15.875,14.7507,16.7507,28.3116,39.3314,26.8639
6/22/2015,17.7971,23.7901,25.9968,27.8085,15.8719,14.7499,16.785,28.291,39.2517,26.9055
6/19/2015,17.7649,23.669,25.8279,27.6042,15.736,14.7475,16.8556,28.1194,39.056,26.3452
6/18/2015,17.7716,23.6976,25.8689,27.655,15.769,14.7467,16.794,28.2696,39.1077,26.3229
6/17/2015,17.7419,23.5997,25.7296,27.4817,15.6578,14.7458,16.8205,27.9885,38.7019,26.2135
6/16/2015,17.7342,23.5775,25.6995,27.4458,15.6349,14.745,16.809,27.9329,38.6812,26.1623
6/15/2015,17.7157,23.5237,25.6238,27.3521,15.5759,14.7442,16.7824,27.7741,38.4659,26.1322
6/12/2015,17.7354,23.6016,25.7344,27.4875,15.6653,14.7418,16.7696,27.9025,38.6413,26.4484
6/11/2015,17.7543,23.6629,25.8206,27.5931,15.7327,14.741,16.7764,28.0973,38.7938,26.5164
6/10/2015,17.7409,23.6303,25.7759,27.5385,15.6992,14.7402,16.7001,28.0405,38.6612,26.4691
6/9/2015,17.6952,23.469,25.549,27.2607,15.5179,14.7393,16.7501,27.705,38.2227,25.988
6/8/2015,17.6994,23.4822,25.5679,27.2844,15.5332,14.7385,16.7854,27.6923,38.3037,26.0606
6/5/2015,17.7138,23.5361,25.6469,27.3845,15.5975,14.7361,16.7622,27.8681,38.5809,26.0851
6/4/2015,17.7352,23.6101,25.7454,27.4967,15.6723,14.7353,16.8359,27.9073,38.3708,26.6115
6/3/2015,17.7609,23.7041,25.88,27.6644,15.7813,14.7345,16.7856,28.1494,38.731,26.7984
6/2/2015,17.7499,23.6561,25.8103,27.5765,15.7225,14.7337,16.8563,28.0841,38.4882,26.6068
6/1/2015,17.7482,23.64,25.7871,27.548,15.7018,14.7328,16.9108,28.111,38.4437,26.4314
5/29/2015,17.7505,23.6427,25.7891,27.5483,15.7016,14.732,16.9915,28.0503,38.3701,26.5402
5/28/2015,17.7694,23.7162,25.8941,27.6777,15.7864,14.7296,16.9638,28.2281,38.5669,26.7418
5/27/2015,17.7723,23.7282,25.9117,27.6999,15.8009,14.7288,16.958,28.2587,38.6194,26.767
5/26/2015,17.7424,23.6326,25.7764,27.5323,15.6935,14.728,16.9545,27.9976,38.2642,26.6358
5/22/2015,17.7751,23.7622,25.9618,27.7614,15.8443,14.7247,16.8854,28.2878,38.6324,27.0344
5/21/2015,17.7881,23.8052,26.0216,27.8335,15.8911,14.7239,16.9235,28.3506,38.6979,27.2081
5/20/2015,17.7739,23.7637,25.9651,27.7662,15.8479,14.7231,16.8788,28.2805,38.6579,27.0612
5/19/2015,17.773,23.7616,25.9623,27.7625,15.8454,14.7223,16.874,28.3038,38.6238,27.0257
5/18/2015,17.7808,23.7888,26.0005,27.8091,15.8759,14.7215,16.9043,28.3162,38.6952,27.1695
5/15/2015,17.7723,23.7589,25.9556,27.7495,15.8373,14.7191,16.9661,28.2285,38.3718,27.195
5/14/2015,17.761,23.7312,25.9184,27.7054,15.8098,14.7183,16.8925,28.2034,38.3259,27.0934
5/13/2015,17.7267,23.6261,25.7706,27.5233,15.6942,14.7175,16.862,27.8995,37.9693,26.9853
5/12/2015,17.7196,23.5971,25.731,27.4767,15.6623,14.7167,16.8756,27.9018,37.9787,26.7564
5/11/2015,17.7266,23.6228,25.7675,27.5217,15.6914,14.7159,16.8668,27.9824,38.0454,26.7948
5/8/2015,17.7414,23.6622,25.8216,27.5863,15.7307,14.7135,16.9603,28.1198,38.0729,26.8024
5/7/2015,17.6902,23.4958,25.5906,27.3067,15.5503,14.7127,16.9248,27.7462,37.7665,26.3428
5/6/2015,17.6835,23.4882,25.579,27.2897,15.5427,14.7119,16.8826,27.6348,37.5807,26.5756
5/5/2015,17.6884,23.4941,25.586,27.2975,15.5452,14.7111,16.9272,27.7482,37.5437,26.4185
5/4/2015,17.7281,23.6224,25.7687,27.5247,15.6904,14.7103,16.957,28.0778,38.0745,26.6003
5/1/2015,17.7181,23.5937,25.7288,27.4753,15.6589,14.7078,16.9726,27.9953,37.9493,26.5799
4/30/2015,17.697,23.5246,25.6301,27.3519,15.5806,14.7071,17.0363,27.6928,37.6782,26.6525
4/29/2015,17.7326,23.6445,25.8024,27.568,15.7197,14.7063,17.0397,27.9746,38.2543,26.8547
4/28/2015,17.7512,23.7043,25.8873,27.6733,15.7872,14.7056,17.086,28.0782,38.5018,27.0104
4/27/2015,17.7475,23.6903,25.8672,27.6478,15.7708,14.7048,17.129,27.9978,38.4427,27.0451
4/24/2015,17.7516,23.7023,25.8891,27.6814,15.7902,14.7025,17.1309,28.114,38.7991,26.8168
4/23/2015,17.7387,23.6607,25.8338,27.6182,15.7487,14.7018,17.1083,28.0506,38.906,26.5926
4/22/2015,17.7258,23.6209,25.7775,27.5482,15.7038,14.701,17.0879,27.9818,38.7193,26.4988
4/21/2015,17.7158,23.5874,25.7304,27.4902,15.6666,14.7003,17.1287,27.8393,38.634,26.5055
4/20/2015,17.7121,23.5703,25.7068,27.4622,15.6469,14.6995,17.1349,27.8797,38.612,26.3185
4/17/2015,17.6871,23.4921,25.5963,27.325,15.5594,14.6973,17.1688,27.6242,38.3095,26.2768
4/16/2015,17.724,23.6183,25.7767,27.5497,15.7043,14.6965,17.1523,27.9403,38.8282,26.4991
4/15/2015,17.726,23.6288,25.7921,27.5689,15.7172,14.6958,17.14,27.9611,38.8629,26.5396
4/14/2015,17.7081,23.5716,25.7111,27.4685,15.6528,14.695,17.1375,27.818,38.6268,26.4521
4/13/2015,17.6956,23.5308,25.6557,27.4031,15.61,14.6943,17.1159,27.7724,38.6273,26.2433
4/10/2015,17.7059,23.5728,25.7155,27.4764,15.6579,14.692,17.0924,27.8976,38.6997,26.3388
4/9/2015,17.6893,23.5209,25.6431,27.3879,15.6013,14.6912,17.0896,27.7533,38.5605,26.2582
4/8/2015,17.6815,23.4928,25.6045,27.3422,15.5715,14.6905,17.137,27.63,38.5857,26.2292
4/7/2015,17.6714,23.4632,25.5615,27.2866,15.5366,14.6897,17.132,27.5455,38.3447,26.2497
4/6/2015,17.6745,23.475,25.5806,27.3135,15.5534,14.689,17.1177,27.6017,38.5446,26.1799
4/2/2015,17.6443,23.3799,25.4492,27.1542,15.4504,14.6859,17.1082,27.4203,38.315,25.8973
4/1/2015,17.6267,23.3151,25.3582,27.0433,15.3773,14.6852,17.1365,27.3231,38.1553,25.635
3/31/2015,17.6309,23.335,25.3877,27.0809,15.4018,14.6845,17.0842,27.4284,38.2516,25.5993
3/30/2015,17.6595,23.4375,25.53,27.2533,15.5141,14.6837,17.0574,27.6684,38.4062,25.8994
3/27/2015,17.6245,23.3308,25.3797,27.0664,15.396,14.6814,17.0634,27.3317,37.9277,25.8811
3/26/2015,17.6121,23.2996,25.3351,27.0095,15.3612,14.6807,17.0089,27.262,37.6764,25.8985
3/25/2015,17.6282,23.3504,25.4046,27.0926,15.4146,14.6799,17.0733,27.3262,37.7298,26.1116
3/24/2015,17.6752,23.5019,25.6209,27.3633,15.587,14.6792,17.1041,27.7293,38.4695,26.2562
3/23/2015,17.6866,23.5425,25.6785,27.4346,15.6327,14.6784,17.0706,27.8977,38.5807,26.251
3/20/2015,17.6823,23.5297,25.6633,27.4191,15.6215,14.6762,17.0579,27.9465,38.6747,26.0621
3/19/2015,17.6386,23.3831,25.4598,27.1721,15.4611,14.6754,17.0211,27.6969,38.3592,25.5533
3/18/2015,17.6623,23.4665,25.5737,27.3071,15.5496,14.6747,17.0399,27.8322,38.3558,25.9207
3/17/2015,17.6025,23.2722,25.3056,26.9834,15.3405,14.6739,16.9508,27.4971,37.9878,25.2683
3/16/2015,17.6068,23.2889,25.3276,27.0084,15.3568,14.6732,16.9284,27.5879,37.8947,25.2853
3/13/2015,17.5633,23.1525,25.1392,26.7795,15.2105,14.6709,16.9212,27.2191,37.5766,25.0525
3/12/2015,17.5816,23.2118,25.222,26.8807,15.275,14.6701,16.9336,27.3851,37.7424,25.1357
3/11/2015,17.5392,23.0759,25.0314,26.646,15.1253,14.6694,16.9221,27.0376,37.2464,24.9351
3/10/2015,17.5381,23.0737,25.0263,26.6365,15.1193,14.6686,16.9089,27.0852,37.0395,24.9268
3/9/2015,17.5919,23.2609,25.2882,26.9567,15.3265,14.6679,16.8657,27.5505,37.5072,25.3542
3/6/2015,17.5823,23.2442,25.2655,26.9283,15.3108,14.6656,16.832,27.4398,37.3845,25.4923
3/5/2015,17.6324,23.398,25.4803,27.1916,15.4777,14.6649,16.9313,27.8307,37.8693,25.7263
3/4/2015,17.6244,23.3732,25.4457,27.1488,15.4502,14.6641,16.9177,27.7961,37.7641,25.6542
3/3/2015,17.6381,23.4219,25.5146,27.2339,15.5053,14.6634,16.9127,27.9128,37.92,25.7628
3/2/2015,17.6544,23.4752,25.589,27.3248,15.5635,14.6626,16.9381,28.0395,38.0537,25.8795
2/27/2015,17.6437,23.4385,25.5352,27.2552,15.5193,14.6613,17.0036,27.8673,37.7817,25.9717
2/26/2015,17.6469,23.4527,25.5578,27.2859,15.5386,14.66,16.9769,27.9497,37.9526,25.8957
2/25/2015,17.6529,23.4699,25.5813,27.314,15.5562,14.6594,17.0117,27.9862,37.9693,25.9384
2/24/2015,17.65,23.4611,25.5685,27.2976,15.5455,14.6588,16.9997,28.0032,37.8851,25.8868
2/23/2015,17.6365,23.4253,25.5206,27.2413,15.5103,14.6581,16.9409,27.925,37.8747,25.7955
2/20/2015,17.634,23.4299,25.529,27.2528,15.5194,14.6562,16.8848,27.9333,37.9031,25.8447
2/19/2015,17.6113,23.3526,25.421,27.1206,15.4337,14.6555,16.8973,27.7598,37.6895,25.6503
2/18/2015,17.6095,23.3408,25.4046,27.101,15.4196,14.6549,16.9227,27.7847,37.6842,25.5164
2/17/2015,17.5974,23.305,25.3552,27.0409,15.3809,14.6543,16.861,27.792,37.5496,25.3334
2/13/2015,17.5949,23.2914,25.3361,27.0172,15.3643,14.6516,16.9458,27.7434,37.5082,25.3
2/12/2015,17.5752,23.2209,25.2369,26.8951,15.2845,14.651,16.9681,27.6285,37.2625,25.0703
2/11/2015,17.5352,23.0874,25.0506,26.6671,15.1375,14.6504,16.9565,27.3581,36.8576,24.7245
2/10/2015,17.5388,23.1049,25.0746,26.6955,15.157,14.6497,16.9543,27.3493,36.8521,24.8692
2/9/2015,17.5122,23.0191,24.9544,26.5476,15.063,14.6491,16.9843,27.0591,36.581,24.8245
2/6/2015,17.5257,23.0682,25.025,26.6359,15.1197,14.6471,16.9864,27.1735,36.8033,24.913
2/5/2015,17.5483,23.1379,25.1202,26.7496,15.1926,14.6465,17.074,27.2589,36.9042,25.1895
2/4/2015,17.513,23.0218,24.9564,26.5467,15.0627,14.6459,17.0826,26.9754,36.4274,25.0066
2/3/2015,17.5246,23.0597,25.0096,26.6121,15.1042,14.6452,17.0902,27.0804,36.558,25.0511
2/2/2015,17.4736,22.8804,24.7579,26.3025,14.9039,14.6446,17.1642,26.6945,35.9384,24.6227
1/30/2015,17.4363,22.766,24.5996,26.1097,14.7818,14.6429,17.1589,26.352,35.6254,24.5077
1/29/2015,17.4712,22.8891,24.7751,26.3285,14.922,14.6412,17.0998,26.6987,36.1736,24.6362
1/28/2015,17.4428,22.7964,24.6452,26.1686,14.8199,14.6403,17.1214,26.4441,35.8522,24.5123
1/27/2015,17.485,22.949,24.8609,26.4351,14.9926,14.6395,17.0499,26.8042,36.3917,24.8437
1/26/2015,17.5077,23.0137,24.9518,26.5475,15.0612,14.6386,17.0437,27.167,36.6099,24.6364
1/23/2015,17.488,22.9484,24.8588,26.4308,14.9856,14.6361,17.0529,27.0968,36.217,24.4429
1/22/2015,17.4972,22.9853,24.9107,26.4943,15.0268,14.6352,16.9957,27.2464,36.2781,24.4679
1/21/2015,17.4549,22.8529,24.7231,26.2601,14.879,14.6344,17.0108,26.8365,35.633,24.4446
1/20/2015,17.4387,22.7967,24.6457,26.1667,14.8183,14.6335,17.0393,26.7066,35.5331,24.2908
1/16/2015,17.4283,22.77,24.6126,26.1304,14.795,14.6301,17.0265,26.6644,35.6341,24.1593
1/15/2015,17.388,22.6358,24.4239,25.8972,14.6458,14.6292,17.0704,26.3111,35.1039,23.9768
1/14/2015,17.4025,22.681,24.4924,25.9884,14.7018,14.6284,17.0285,26.556,35.606,23.7388
1/13/2015,17.4186,22.7401,24.5753,26.0899,14.7674,14.6275,16.997,26.7101,35.7574,23.8649
1/12/2015,17.4207,22.748,24.5862,26.103,14.7755,14.6267,16.9844,26.7763,35.7452,23.8282
1/9/2015,17.4329,22.7934,24.652,26.1856,14.8278,14.6241,16.9424,26.9944,35.9343,23.7625
1/8/2015,17.4545,22.8676,24.7568,26.3155,14.9108,14.6232,16.9082,27.2233,36.2177,23.826
1/7/2015,17.397,22.6772,24.4916,25.9912,14.7031,14.6224,16.9457,26.7443,35.6351,23.4841
1/6/2015,17.3633,22.574,24.347,25.8126,14.5906,14.6215,16.9396,26.4285,35.2122,23.4383
1/5/2015,17.3891,22.6682,24.4818,25.9813,14.6995,14.6207,16.886,26.6655,35.6585,23.5838
1/2/2015,17.4527,22.8972,24.8022,26.3724,14.9535,14.6181,16.8315,27.1599,36.2327,24.2173
12/31/2014,17.4508,22.8987,24.8062,26.379,14.9586,14.6165,16.8017,27.1655,36.2964,24.2183
12/30/2014,17.4817,23.0066,24.9568,26.5632,15.0773,14.6157,16.778,27.4484,36.5719,24.4325
12/29/2014,17.5001,23.0747,25.0519,26.6793,15.1531,14.6149,16.7635,27.5798,36.7379,24.6472
12/26/2014,17.49,23.0501,25.0184,26.6384,15.1277,14.6125,16.7285,27.5512,36.6123,24.5964
12/24/2014,17.4781,23.0173,24.9723,26.5807,15.0917,14.6109,16.7158,27.4604,36.4168,24.5994
12/23/2014,17.473,23.0001,24.9482,26.5507,15.0721,14.6101,16.7109,27.4631,36.3221,24.5162
12/22/2014,17.4741,22.9994,24.9459,26.5461,15.0687,14.6093,16.7755,27.4135,36.2566,24.587
12/19/2014,17.4568,22.9489,24.8769,26.4625,15.0155,14.6069,16.7603,27.3058,36.1134,24.4808
12/18/2014,17.4435,22.9127,24.8266,26.4004,14.9773,14.6061,16.7382,27.1816,35.9458,24.5082
12/17/2014,17.362,22.6421,24.4543,25.9496,14.6883,14.6053,16.759,26.5396,35.3337,23.912
12/16/2014,17.3072,22.4666,24.2059,25.639,14.4923,14.6045,16.7989,26.0086,34.4244,23.8897
12/15/2014,17.32,22.5048,24.2596,25.7058,14.5331,14.6037,16.7803,26.2313,34.5706,23.7476
12/12/2014,17.3494,22.6106,24.4076,25.8869,14.6505,14.6013,16.8034,26.3973,34.8823,24.1017
12/11/2014,17.402,22.7955,24.6645,26.2002,14.853,14.6005,16.7556,26.8315,35.3405,24.543
12/10/2014,17.3945,22.7765,24.6371,26.1646,14.8318,14.5997,16.767,26.7035,35.178,24.6789
12/9/2014,17.4433,22.9423,24.8717,26.4565,15.0185,14.5989,16.7364,27.1451,35.8956,24.8739
12/8/2014,17.4442,22.9523,24.882,26.4638,15.0251,14.5981,16.7189,27.1514,35.6032,25.0589
12/5/2014,17.4637,23.0277,24.9909,26.601,15.1138,14.5957,16.6819,27.3459,35.9886,25.1594
12/4/2014,17.4589,23.0077,24.9615,26.5631,15.0888,14.5949,16.7225,27.3001,35.8367,25.1328
12/3/2014,17.4611,23.0199,24.98,26.5871,15.1047,14.5941,16.6992,27.3312,35.93,25.1486
12/2/2014,17.449,22.9834,24.9271,26.5192,15.0622,14.5933,16.6995,27.2216,35.6347,25.1883
12/1/2014,17.4335,22.9326,24.8554,26.4296,15.0047,14.5908,16.7591,27.0472,35.3948,25.1881
11/28/2014,17.4579,23.0145,24.9738,26.5802,15.1007,14.5899,16.7673,27.2321,35.9401,25.2606
11/26/2014,17.4688,23.0615,25.0431,26.6689,15.1588,14.5882,16.7403,27.3001,36.2647,25.384
11/25/2014,17.4565,23.0237,24.9913,26.6062,15.1188,14.5874,16.726,27.2175,36.1809,25.2938
11/24/2014,17.4511,23.0091,24.9724,26.5846,15.1048,14.5865,16.6877,27.2454,36.1799,25.1677
11/21/2014,17.4366,22.9686,24.9148,26.5117,15.0589,14.584,16.6739,27.1672,35.8793,25.1421
11/20/2014,17.4135,22.8943,24.8134,26.3896,14.9804,14.5831,16.6494,27.0219,35.7519,24.9195
11/19/2014,17.4061,22.876,24.7857,26.3523,14.9579,14.5823,16.6319,26.9676,35.4849,24.9943
11/18/2014,17.4155,22.9079,24.8318,26.4108,14.9953,14.5814,16.6536,27.0063,35.7028,25.0668
11/17/2014,17.39,22.8214,24.7124,26.2658,14.9012,14.5806,16.6488,26.863,35.4897,24.7773
11/14/2014,17.3929,22.8392,24.7397,26.3014,14.925,14.578,16.6587,26.8418,35.6505,24.886
11/13/2014,17.3899,22.8336,24.7326,26.2934,14.9203,14.5771,16.6405,26.8318,35.6438,24.8786
11/12/2014,17.388,22.8301,24.7308,26.2948,14.9211,14.5763,16.6322,26.8156,35.83,24.8184
11/10/2014,17.3838,22.821,24.7172,26.2765,14.9099,14.5746,16.6253,26.8076,35.6756,24.8371
11/7/2014,17.3693,22.7718,24.6498,26.1947,14.8564,14.572,16.6578,26.7224,35.5558,24.6711
11/6/2014,17.3666,22.7722,24.6509,26.196,14.8588,14.5712,16.6151,26.7082,35.5202,24.7372
11/5/2014,17.3583,22.7481,24.6155,26.15,14.8304,14.5703,16.6331,26.5994,35.2929,24.8304
11/4/2014,17.3417,22.6964,24.5455,26.0664,14.7772,14.5695,16.6363,26.4393,35.2557,24.7474
11/3/2014,17.3558,22.7486,24.6194,26.158,14.8368,14.5686,16.6342,26.5139,35.4685,24.9203
10/31/2014,17.3616,22.778,24.6602,26.2068,14.8697,14.5658,16.6443,26.5168,35.4684,25.1335
10/30/2014,17.3131,22.611,24.4286,25.9242,14.6869,14.5648,16.6627,26.2093,34.9817,24.6477
10/29/2014,17.2926,22.5485,24.3425,25.8193,14.6205,14.5639,16.6483,26.0447,34.7954,24.5646
10/28/2014,17.2998,22.571,24.3746,25.8596,14.6458,14.5629,16.6782,26.0786,34.9306,24.6042
10/27/2014,17.2578,22.4324,24.1786,25.615,14.4898,14.562,16.6953,25.7708,34.2206,24.4127
10/24/2014,17.2573,22.4377,24.1883,25.6288,14.4988,14.5591,16.6787,25.8092,34.3007,24.3758
10/23/2014,17.2382,22.3806,24.11,25.5338,14.4391,14.5582,16.6769,25.6281,34.1461,24.347
10/22/2014,17.2005,22.2553,23.9345,25.317,14.3007,14.5572,16.7131,25.3167,33.6333,24.1746
10/21/2014,17.2266,22.3408,24.0553,25.4674,14.396,14.5563,16.7284,25.4998,34.0664,24.2925
10/20/2014,17.1622,22.1324,23.7666,25.1143,14.1715,14.5553,16.7386,25.0095,33.3465,23.9493
10/17/2014,17.1285,22.0324,23.6294,24.9468,14.066,14.5525,16.7196,24.7823,32.9743,23.8077
10/16/2014,17.0886,21.9024,23.4535,24.7373,13.932,14.5515,16.7364,24.4666,32.8207,23.4959
10/15/2014,17.0906,21.906,23.4528,24.7289,13.927,14.5506,16.7924,24.4618,32.443,23.6592
10/14/2014,17.1092,21.9801,23.5516,24.8436,14.0027,14.5497,16.7149,24.6605,32.3077,23.9383
10/10/2014,17.1301,22.0541,23.6546,24.969,14.0815,14.5458,16.6506,25.0324,32.4181,23.8319
10/9/2014,17.1739,22.2074,23.8698,25.2345,14.2528,14.5449,16.6352,25.3207,33.0095,24.2177
10/8/2014,17.2486,22.4583,24.2185,25.6609,14.526,14.544,16.6361,25.8531,33.8122,24.7817
10/7/2014,17.1925,22.2811,23.974,25.3634,14.3369,14.543,16.6121,25.4008,33.3197,24.4967
10/6/2014,17.2376,22.4379,24.1936,25.6337,14.5105,14.5421,16.5627,25.7904,33.864,24.7696
10/3/2014,17.232,22.4241,24.1789,25.6207,14.5013,14.5392,16.5357,25.8302,34.0399,24.5586
10/2/2014,17.2067,22.351,24.0768,25.4944,14.423,14.5383,16.5364,25.5446,33.7335,24.6563
10/1/2014,17.219,22.4001,24.141,25.567,14.4723,14.5373,16.5562,25.5425,33.5665,25.0816
9/30/2014,17.2557,22.5333,24.3282,25.7986,14.6217,14.5365,16.4855,25.8829,34.069,25.2928
9/29/2014,17.2672,22.5738,24.388,25.876,14.6709,14.5357,16.4889,25.9535,34.4327,25.3208
9/26/2014,17.2733,22.604,24.4307,25.9285,14.7056,14.5331,16.468,26.0177,34.4888,25.4289
9/25/2014,17.2513,22.5315,24.3293,25.803,14.6257,14.5323,16.4976,25.7919,34.2038,25.3979
9/24/2014,17.2984,22.696,24.5583,26.0841,14.8065,14.5314,16.4484,26.2155,34.7086,25.6815
9/23/2014,17.2788,22.6323,24.4693,25.974,14.7366,14.5306,16.4737,26.0109,34.4586,25.6672
9/22/2014,17.2978,22.7028,24.5688,26.0974,14.8166,14.5297,16.4514,26.1594,34.7369,25.8296
9/19/2014,17.3245,22.8026,24.7121,26.2779,14.933,14.5272,16.4305,26.3707,35.2808,26.0002
9/18/2014,17.3272,22.8199,24.7398,26.3157,14.9582,14.5263,16.3959,26.383,35.5312,26.0293
9/17/2014,17.3116,22.7681,24.6686,26.2294,14.9027,14.5255,16.4071,26.2507,35.4208,25.9232
9/16/2014,17.3109,22.7689,24.6693,26.2294,14.9033,14.5247,16.4182,26.2161,35.3727,26.0089
9/15/2014,17.2896,22.7021,24.5772,26.1171,14.8321,14.5238,16.4159,26.0208,35.184,25.9444
9/12/2014,17.2941,22.7275,24.6173,26.1713,14.8676,14.5213,16.4002,26.039,35.5176,25.9894
9/11/2014,17.3106,22.7827,24.7001,26.2785,14.937,14.5203,16.4575,26.1964,35.8506,26.0392
9/10/2014,17.3044,22.7643,24.6735,26.2441,14.9153,14.5195,16.4525,26.1661,35.6776,26.0331
9/9/2014,17.2967,22.7386,24.637,26.1983,14.8861,14.5186,16.481,26.0685,35.5422,26.06
9/8/2014,17.3211,22.8201,24.7515,26.3401,14.9767,14.5178,16.5064,26.2394,35.8814,26.217
9/5/2014,17.3286,22.8518,24.7953,26.3926,15.0111,14.5152,16.5071,26.3157,35.8774,26.3313
9/4/2014,17.3192,22.8258,24.7589,26.3473,14.9834,14.5144,16.5145,26.1833,35.7536,26.4262
9/3/2014,17.3316,22.8612,24.8046,26.4003,15.0148,14.5128,16.5414,26.2208,35.8919,26.4824
9/2/2014,17.3275,22.8447,24.7842,26.3786,14.9995,14.5128,16.5312,26.2361,36.0285,26.2822
8/29/2014,17.3287,22.8451,24.7831,26.3748,14.9962,14.5109,16.5824,26.2491,35.8987,26.2962
8/28/2014,17.3151,22.807,24.7302,26.3091,14.9548,14.5081,16.5811,26.1602,35.6909,26.271
8/27/2014,17.3236,22.8443,24.7828,26.3739,14.998,14.5071,16.5593,26.2007,35.8006,26.4497
8/26/2014,17.3194,22.8354,24.7718,26.3618,14.9906,14.5062,16.533,26.1941,35.8193,26.4062
8/25/2014,17.3103,22.8048,24.7286,26.3077,14.9556,14.5053,16.5307,26.166,35.6464,26.3035
8/22/2014,17.2894,22.7413,24.6424,26.2038,14.889,14.5024,16.5194,26.0411,35.5016,26.1332
8/21/2014,17.2969,22.7714,24.6834,26.2525,14.9212,14.5015,16.5148,26.0894,35.495,26.2804
8/20/2014,17.2837,22.731,24.6289,26.1876,14.8797,14.5005,16.4943,26.0119,35.4474,26.1532
8/19/2014,17.2802,22.7223,24.6174,26.1738,14.8714,14.4996,16.508,25.9458,35.4387,26.2095
8/18/2014,17.2641,22.6695,24.5446,26.0852,14.8146,14.4986,16.5211,25.8115,35.2986,26.115
8/15/2014,17.2335,22.5684,24.4036,25.9108,14.7025,14.4958,16.5541,25.5916,34.8663,25.9344
8/14/2014,17.2323,22.5731,24.4108,25.9199,14.7097,14.4949,16.5187,25.5901,34.8653,25.9953
8/13/2014,17.2157,22.5231,24.3427,25.8376,14.6576,14.4939,16.4943,25.4781,34.737,25.8979
8/12/2014,17.19,22.4438,24.2328,25.7029,14.5722,14.493,16.4667,25.3018,34.4433,25.767
8/11/2014,17.1968,22.4672,24.2672,25.747,14.6001,14.492,16.4785,25.3416,34.6323,25.7903
8/8/2014,17.1794,22.4128,24.1919,25.6543,14.5406,14.4892,16.4792,25.2669,34.3866,25.6369
8/7/2014,17.1513,22.3279,24.0739,25.509,14.4496,14.4882,16.4813,24.9785,34.0538,25.6746
8/6/2014,17.1651,22.3806,24.1477,25.5997,14.5085,14.4873,16.4454,25.1119,34.2087,25.7826
8/5/2014,17.1692,22.4004,24.1744,25.6311,14.53,14.4864,16.4464,25.1037,34.1844,25.9612
8/4/2014,17.1937,22.4815,24.286,25.7663,14.616,14.4854,16.4428,25.3467,34.351,26.0576
8/1/2014,17.1747,22.4314,24.2169,25.6811,14.5636,14.4826,16.4309,25.1657,34.1128,26.1376
7/31/2014,17.1852,22.4765,24.2796,25.7574,14.6143,14.4817,16.3986,25.2379,34.1944,26.3343
7/30/2014,17.2434,22.6699,24.5504,26.0916,14.8275,14.4808,16.393,25.7513,34.915,26.5611
7/29/2014,17.25,22.688,24.5731,26.1162,14.8431,14.4799,16.4588,25.7453,34.822,26.7189
7/28/2014,17.2572,22.7143,24.6098,26.1612,14.8718,14.479,16.4351,25.861,34.8699,26.7017
7/25/2014,17.2566,22.7174,24.6164,26.1714,14.8784,14.4763,16.4475,25.8534,34.9738,26.7041
7/24/2014,17.2715,22.7751,24.6985,26.2739,14.9451,14.4754,16.4152,25.9788,35.2242,26.8306
7/23/2014,17.2702,22.7668,24.6874,26.2606,14.9355,14.4746,16.4508,25.9659,35.2368,26.7713
